Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,Workout_Type,diet_type,Carbs,Proteins,Fats,Calories,pct_carbs,protein_per_kg,lean_mass_kg,cal_balance,Calories_Burned,Burns Calories (per 30 min),Burns_Calories_Bin,cluster
20.31,Female,76.43,1.62,29.122847126962352,29.395578278704896,2.61,3.99,Intermediate,Cardio,Low-Carb,200.77,80.5,53.3,2094.0,0.6000836895119108,1.053251341096428,53.96295952158586,788.4000000000001,1305.6,331.98,Low,1
35.1,Male,43.89,1.62,16.723822588020116,18.700011995703427,2.0,2.02,Beginner,HIIT,Keto,170.94,68.59,46.07,1281.0,0.5985294117647059,1.5627705627705628,35.68256473508577,591.3,689.7,337.14,Low,0
30.19,Female,77.76,1.78,24.54235576316122,26.25514926206454,2.57,4.01,Intermediate,HIIT,Vegan,284.52,114.08,76.54,2071.0,0.5988129814370501,1.4670781893004115,57.34399593381862,211.3499999999999,1859.65,351.28,High,0
55.55,Male,62.72,1.86,18.129263498670365,20.48472401946511,2.89,3.99,Intermediate,Yoga,Balanced,152.5,61.33,40.94,1671.0,0.5985791105703183,0.9778380102040817,49.87198109499148,677.4,993.6,359.6,High,0
32.61,Female,46.15,1.9,12.78393351800554,15.571617568572533,2.91,2.96,Intermediate,HIIT,Paleo,178.08,71.33,47.78,1252.0,0.5992126249200848,1.5456121343445288,38.96369849210378,-668.3800000000001,1920.38,337.67,Medium,0
22.99,Male,59.04,1.78,18.634010857214996,22.006132703441487,2.7,4.98,Advanced,HIIT,Vegetarian,280.91,112.28,75.28,1637.0,0.5996328473541529,1.901761517615176,46.047579251888145,-749.2600000000002,2386.26,330.19,Low,0
32.36,Male,84.33,1.74,27.85374554102259,28.45389592185136,2.1,2.99,Beginner,Yoga,Vegan,184.84,73.95,49.16,2210.0,0.6002273096281863,0.8769121309142655,60.33482956910275,1247.28,962.72,362.42,Very High,1
29.82,Female,121.23,2.0,30.3075,25.89281483291118,3.33,3.99,Intermediate,Yoga,Keto,241.12,96.32,64.31,3333.0,0.6001742377100187,0.7945228078858367,89.84014057806178,2430.0,903.0,349.74,High,1
33.47,Male,64.49,1.63,24.27264857540743,22.674511856849705,2.69,5.0,Advanced,HIIT,Keto,246.03,97.66,65.39,1803.0,0.6014227046054562,1.5143433090401612,49.867207303517624,-442.0999999999999,2245.1,337.23,Low,0
32.93,Male,74.13,1.76,23.931430785123965,24.36805630843466,1.52,4.0,Intermediate,Yoga,Vegetarian,181.25,71.54,47.69,1987.0,0.6032015441959531,0.9650613786591126,56.065959858557385,1159.69,827.31,370.65,Very High,0
53.67,Male,46.13,1.5,20.502222222222223,24.245785745448824,2.01,2.0,Beginner,Yoga,Balanced,287.13,114.97,76.58,1343.0,0.599837051892705,2.492304357251246,34.94541903562446,428.89,914.11,347.18,Medium,0
46.07,Male,59.73,1.65,21.93939393939394,23.46457319606598,2.7,3.97,Advanced,HIIT,Paleo,311.41,125.01,83.71,1574.0,0.5987157056889624,2.0929181315921648,45.71461042998978,-812.2600000000002,2386.26,367.09,Very High,0
38.86,Male,59.33,1.83,17.716265042252676,18.17478963836032,2.29,4.01,Intermediate,Cardio,Balanced,217.06,86.76,57.94,1649.0,0.6000110570544007,1.4623293443451881,48.54689730756082,353.0,1296.0,354.81,High,0
18.82,Male,48.82,1.52,21.130540166204987,24.23699391402382,1.58,2.01,Beginner,Yoga,Paleo,177.43,71.03,47.33,1132.0,0.5998512458162886,1.4549365014338387,36.98749957117357,497.82000000000005,634.18,365.49,Very High,0
36.06,Male,59.59,1.78,18.807600050498674,22.919448604808995,2.21,1.98,Beginner,Yoga,Low-Carb,344.62,138.1,92.14,1603.0,0.5994850920224054,2.317502936734351,45.932300576394326,1049.6100000000001,553.39,363.87,Very High,0
55.19,Male,70.54,1.62,26.878524615150127,28.878120036343265,1.8,2.99,Beginner,HIIT,Keto,218.95,87.65,57.53,2112.0,0.6012962403537198,1.2425574142330593,50.169374126363465,1471.87,640.13,345.68,Medium,0
55.16,Male,86.69,1.77,27.670848096013277,26.43717196851418,2.8,3.0,Intermediate,Cardio,Vegan,254.49,101.72,67.79,2339.0,0.6002122641509433,1.1733763986618988,63.771615620495055,1387.81,951.19,336.96,Low,1
58.37,Female,51.69,1.79,16.132455291657564,19.123150543213058,2.98,3.0,Beginner,HIIT,Vegan,217.32,88.31,58.5,1505.0,0.596819817098289,1.7084542464693366,41.80524348421317,152.26,1352.74,335.51,Low,0
22.25,Male,61.76,1.52,26.73130193905817,23.711457786959848,2.7,5.0,Advanced,Strength,Keto,305.65,122.16,80.72,1937.0,0.6010461526360293,1.9779792746113989,47.1158036707736,-207.38999999999987,2144.39,363.43,Very High,0
49.35,Female,55.38,1.6,21.632812499999996,21.591266031899025,2.68,4.98,Advanced,HIIT,Low-Carb,213.56,86.3,56.79,1699.0,0.5987943361839337,1.5583243048031779,43.42275687153432,-997.46,2696.46,361.65,Very High,0
56.94,Male,122.07,1.88,34.53768673607968,35.0,3.59,3.01,Beginner,Cardio,Vegetarian,195.87,80.39,52.4,3114.0,0.5959654354043693,0.6585565659048087,79.3455,2127.5,986.5,365.17,Very High,1
23.04,Female,79.31,1.73,26.499381870426678,27.99586288268801,1.52,4.0,Intermediate,HIIT,Low-Carb,224.18,90.32,60.01,2126.0,0.5985954981175403,1.1388223427058377,57.10648114774015,200.41000000000008,1925.59,335.59,Low,0
38.73,Male,61.49,1.66,22.314559442589637,21.1641633369954,1.71,3.0,Beginner,Strength,Balanced,225.95,90.81,60.73,1700.0,0.5985589022225754,1.476825500081314,48.47615596408153,778.46,921.54,329.48,Low,0
59.07,Female,41.14,1.65,15.111111111111112,19.5595514518067,2.18,1.98,Beginner,Yoga,Keto,211.14,84.99,56.6,1258.0,0.5985881552462222,2.065872630043753,33.093200532726726,446.94000000000005,811.06,338.17,Medium,0
50.87,Female,49.82,1.61,19.21993750241117,21.15121911307765,2.89,1.98,Beginner,Yoga,Vegan,191.62,75.85,51.06,1262.0,0.6015759897026968,1.5224809313528702,39.28246263786472,365.22,896.78,350.96,High,0
39.92,Female,57.36,1.71,19.61629219246948,20.46908792402956,2.7,4.97,Advanced,Yoga,Vegetarian,194.34,76.87,51.6,1735.0,0.6020259595427649,1.3401324965132497,45.61893116677664,277.52,1457.48,344.63,Medium,0
32.99,Male,46.09,1.89,12.902774278435656,16.391027432006762,2.89,3.05,Intermediate,Yoga,Keto,177.94,72.16,47.8,1438.0,0.5973145350788855,1.56563245823389,38.535375456588085,394.0,1044.0,339.06,Medium,0
57.41,Male,108.85,1.91,29.83744963131493,28.64542291177429,2.19,2.98,Intermediate,HIIT,Paleo,305.92,122.26,81.34,2706.0,0.6004082273512326,1.1231970601745522,77.66945716053368,722.7,1983.3,357.41,High,1
57.39,Male,75.84,1.67,27.193517157302164,25.35652470365937,1.79,3.04,Intermediate,Cardio,Paleo,273.72,109.31,72.9,2144.0,0.6003553177022788,1.4413238396624473,56.60961166474474,1136.8400000000001,1007.16,360.68,Very High,0
50.06,Female,56.07,1.6,21.902343749999996,27.76520521079724,2.7,5.01,Advanced,Yoga,Vegetarian,214.4,85.91,57.36,1735.0,0.5994352335952134,1.5321919029784197,40.50204943830599,267.47,1467.53,361.38,Very High,0
39.67,Female,76.94,1.92,20.87131076388889,24.905416833904976,3.71,4.0,Intermediate,Yoga,Vegan,280.48,112.05,74.85,2287.0,0.6001112585048569,1.456329607486353,57.777772287993514,1475.4299999999998,811.57,371.43,Very High,1
23.37,Male,60.61,1.59,23.974526324116923,26.55356371904741,2.69,3.97,Advanced,HIIT,Balanced,222.97,89.21,59.85,1617.0,0.5993333870924388,1.471869328493648,44.51588502988536,-953.04,2570.04,353.54,High,0
47.27,Male,97.6,1.9,27.036011080332408,28.45905960557885,2.99,3.03,Beginner,Strength,Balanced,238.42,94.43,62.77,2617.0,0.6026490066225165,0.9675204918032788,69.82395782495503,1875.85,741.15,347.15,Medium,1
49.94,Male,51.05,1.69,17.87402401876685,22.160844204374545,3.01,1.99,Beginner,Yoga,Vegetarian,265.03,105.56,70.27,1432.0,0.6011659030077575,2.0677766895200786,39.73688903366679,561.59,870.41,356.86,High,0
45.22,Female,52.36,1.88,14.814395654142146,14.04663679462639,2.9,4.01,Intermediate,HIIT,Low-Carb,332.47,133.28,89.04,1702.0,0.5992717965356262,2.5454545454545454,45.00518097433362,288.4200000000001,1413.58,330.71,Low,0
19.8,Male,76.05,1.77,24.27463372594082,26.302497501164986,2.0,4.0,Intermediate,Strength,Vegetarian,251.21,100.25,66.44,2065.0,0.6011246709739172,1.3182117028270874,56.04695065036403,532.6800000000001,1532.32,353.68,High,0
35.68,Female,47.75,1.68,16.918225623582767,20.16362568976236,1.61,3.01,Beginner,Cardio,Vegetarian,274.46,109.65,73.24,1268.0,0.6001093254619,2.2963350785340317,38.12186873313848,192.45000000000005,1075.55,332.34,Low,0
38.96,Female,101.99,1.94,27.099054097141035,27.19967077493434,2.39,3.01,Beginner,Yoga,Keto,283.04,112.53,75.35,2700.0,0.6010362694300517,1.1033434650455927,74.24905577664445,2112.6,587.4,368.3,Very High,1
31.94,Female,86.24,1.6,33.68749999999999,35.0,3.49,5.01,Advanced,HIIT,Balanced,198.91,80.41,53.44,2540.0,0.5977581440076932,0.9323979591836735,56.056,-311.1999999999998,2851.2,343.36,Medium,1
22.09,Female,70.57,1.77,22.525455648121543,24.417063017665548,1.8,3.0,Beginner,Cardio,Vegan,244.54,96.75,65.33,2138.0,0.6013968816093651,1.3709791696188183,53.33887862843341,820.4000000000001,1317.6,342.32,Medium,0
30.51,Female,77.23,1.77,24.651281560215775,24.2018822785929,2.63,4.01,Intermediate,Yoga,Paleo,285.78,114.16,76.14,2151.0,0.6002772643253235,1.4781820536061114,58.5388863162427,1134.1100000000001,1016.89,350.6,High,0
41.42,Female,81.32,1.87,23.254882896279558,24.425590375940928,3.5,5.01,Advanced,HIIT,Paleo,314.38,125.82,84.46,2165.0,0.5992071055540732,1.5472208558780127,61.45710990628483,-504.9899999999998,2669.99,345.11,Medium,1
52.04,Male,105.02,1.99,26.519532335042044,27.872821484426847,2.0,1.99,Beginner,Cardio,Paleo,288.92,116.05,77.38,2536.0,0.598984140147196,1.1050276137878499,75.74796287705492,1718.3400000000001,817.66,373.37,Very High,1
36.73,Female,73.46,1.76,23.71513429752066,27.512982951891463,1.9,3.0,Intermediate,Yoga,Keto,212.01,84.99,56.5,2147.0,0.5997454031117397,1.1569561666212904,53.24896272354053,1267.87,879.13,332.02,Low,0
38.95,Male,58.99,1.93,15.836666756154528,16.444944404035745,3.71,4.01,Intermediate,Strength,Paleo,258.1,103.62,68.68,1689.0,0.5996747211895911,1.7565689099847432,49.28912729605931,232.22000000000003,1456.78,333.92,Low,0
22.85,Female,86.85,1.91,23.80691318768674,25.229482337918057,3.49,4.97,Advanced,Yoga,Balanced,201.34,81.19,54.3,2433.0,0.5977496066264881,0.9348301669545194,64.93819458951816,967.73,1465.27,346.71,Medium,1
21.15,Male,89.27,1.6,34.87109374999999,34.950296270123324,3.49,3.98,Advanced,Cardio,Vegan,298.39,119.41,79.39,2414.0,0.600152859067962,1.3376274224263471,58.0698705196609,634.23,1779.77,333.93,Low,1
42.05,Male,57.48,1.57,23.319404438313924,25.15392984369169,2.7,4.0,Advanced,Yoga,Vegetarian,296.89,118.26,78.33,1683.0,0.6016251925103347,2.05741127348643,43.021521125846014,255.5999999999999,1427.4,331.38,Low,0
44.91,Female,59.04,1.51,25.893601157843953,28.224476533187666,1.86,4.02,Intermediate,Strength,Vegetarian,236.32,93.75,62.99,1608.0,0.6012313641683203,1.5879065040650406,42.376269054806,364.96000000000004,1243.04,331.45,Low,0
51.77,Female,86.0,1.8,26.54320987654321,29.21606896689808,3.5,5.0,Advanced,Strength,Vegetarian,211.41,85.9,57.13,2402.0,0.5964620246021893,0.9988372093023257,60.87418068846765,416.05999999999995,1985.94,361.44,Very High,1
36.56,Female,76.44,1.77,24.39911902709949,25.57677499387323,2.09,3.98,Intermediate,HIIT,Vegetarian,232.9,92.9,62.34,1962.0,0.6000412222393982,1.2153322867608582,56.889113194683304,168.29999999999995,1793.7,355.42,High,0
31.07,Male,53.08,1.76,17.135847107438018,21.673249961479044,1.79,3.98,Intermediate,Cardio,Paleo,172.9,68.67,46.13,1545.0,0.6009732360097324,1.2937076111529766,41.57583892044692,383.4000000000001,1161.6,363.78,Very High,0
45.59,Male,108.62,1.64,40.38518738845926,35.0,3.39,2.99,Beginner,Strength,Balanced,257.73,103.32,68.58,2996.0,0.5998882759583828,0.9512060394034246,70.60300000000001,1610.0,1386.0,363.48,Very High,1
52.8,Female,94.04,1.95,24.731097961867196,27.694372700593,3.5,3.01,Beginner,HIIT,Paleo,163.19,65.19,42.98,2542.0,0.6013782429245282,0.6932156529136537,67.99621191236234,1476.23,1065.77,370.32,Very High,1
29.92,Female,60.26,1.55,25.08220603537981,25.492548579175125,1.59,3.0,Intermediate,HIIT,Low-Carb,196.84,80.06,52.93,1587.0,0.5967922869356942,1.328576169930302,44.89819022618907,-129.0,1716.0,363.54,Very High,0
20.72,Female,100.38,1.84,29.64910207939508,32.0444410915968,3.29,1.97,Beginner,Strength,Paleo,170.41,67.55,45.33,2677.0,0.6015390589148929,0.6729428172942817,68.21379003225512,1378.92,1298.08,375.87,Very High,1
28.6,Female,87.41,1.86,25.26592669672794,27.503049695718595,3.5,4.03,Advanced,Cardio,Vegetarian,169.2,66.38,44.85,2358.0,0.6033591270548799,0.7594096785264843,63.369584260972374,778.4200000000001,1579.58,363.34,Very High,1
31.96,Female,84.31,1.74,27.84713964856652,30.83901313512696,2.1,2.99,Beginner,Strength,Paleo,183.89,74.06,48.99,2360.0,0.599107317391021,0.8784248606333769,58.309628025774465,923.2,1436.8,363.17,Very High,1
26.16,Female,110.74,1.9,30.67590027700831,33.153322729012665,2.2,1.99,Beginner,Strength,Paleo,178.76,72.37,48.07,2868.0,0.5974598930481283,0.653512732526639,74.02601040989138,1849.23,1018.77,360.61,Very High,1
31.98,Female,84.22,1.74,27.8174131325142,28.970297857336003,2.09,2.96,Beginner,HIIT,Balanced,185.31,74.04,49.32,2329.0,0.6003498882301487,0.8791260983139397,59.821215144551616,574.5,1754.5,362.54,Very High,1
23.26,Male,44.19,1.62,16.83813443072702,21.87566778349083,2.7,1.98,Beginner,HIIT,Keto,259.94,104.07,69.0,1055.0,0.60030946167525,2.3550577053632042,34.5231424064754,365.92999999999995,689.07,348.41,Medium,0
49.23,Female,70.3,1.67,25.20707088816379,24.32365811741768,1.79,3.01,Beginner,HIIT,Vegan,167.3,67.83,44.12,1925.0,0.5991047448522829,0.9648648648648649,53.20046834345537,787.5999999999999,1137.4,350.5,High,0
28.28,Male,85.11,1.79,26.56284135950813,27.772721291058048,2.31,4.01,Intermediate,HIIT,Vegan,164.34,66.18,44.55,2321.0,0.5974479223470389,0.7775819527670075,61.47263690918049,543.46,1777.54,347.86,Medium,1
21.93,Female,61.58,1.52,26.653393351800553,26.103971435941105,2.72,4.99,Advanced,Strength,Vegan,305.07,122.45,81.47,1779.0,0.5993634452543272,1.9884702825592726,45.505174389747474,-365.3899999999999,2144.39,362.62,Very High,0
25.34,Male,40.94,1.67,14.679622790347448,17.719549964688245,2.4,3.01,Intermediate,Yoga,Vegan,298.37,120.01,79.24,907.0,0.5995940677625498,2.9313629702002935,33.68561624445663,173.21000000000004,733.79,362.78,Very High,0
22.79,Male,57.48,1.71,19.65733046065456,19.465692660719107,3.39,2.99,Intermediate,Yoga,Vegetarian,179.82,71.89,48.18,1722.0,0.599619860615559,1.250695894224078,46.29111985861866,901.2,820.8,338.7,Medium,0
49.15,Male,60.97,1.87,17.43544282078412,23.131251290830225,3.0,4.0,Intermediate,Yoga,Paleo,198.45,79.92,53.19,1590.0,0.5985342019543973,1.310808594390684,46.86687608798081,763.38,826.62,335.66,Low,0
46.31,Male,109.01,1.64,40.530190362879246,35.0,3.4,3.02,Beginner,Cardio,Vegan,257.69,104.16,68.78,2842.0,0.598402340756566,0.955508668929456,70.85650000000001,1607.76,1234.24,362.68,Very High,1
23.07,Male,116.79,1.79,36.45017321556756,35.0,3.41,3.99,Intermediate,Cardio,Vegan,294.22,117.08,77.98,2931.0,0.6013325703073905,1.0024830893055912,75.91350000000001,1973.4,957.6,347.89,Medium,1
32.12,Male,67.93,1.92,18.42719184027778,21.81795731119933,3.49,1.98,Beginner,Strength,Vegan,234.46,93.88,63.04,1931.0,0.5990597373396698,1.3820108935669069,53.1090615985023,505.4000000000001,1425.6,368.08,Very High,0
18.85,Female,72.3,1.75,23.60816326530612,26.521335789744164,1.71,4.0,Intermediate,Yoga,Low-Carb,165.5,66.1,43.89,2047.0,0.6007477585393299,0.9142461964038727,53.12507422401497,1183.0,864.0,336.89,Low,0
43.27,Female,54.42,1.72,18.395078420767984,23.161699668619423,2.31,4.01,Intermediate,HIIT,Low-Carb,242.42,96.76,64.39,1376.0,0.6006888519959362,1.7780227857405366,41.81540304033731,27.3599999999999,1348.64,328.57,Low,0
34.09,Female,53.6,1.52,23.1994459833795,29.764439562461096,2.2,2.97,Beginner,Yoga,Keto,223.14,89.34,59.04,1674.0,0.6006136950904392,1.6667910447761194,37.64626039452085,920.92,753.08,344.25,Medium,0
28.36,Female,55.86,1.5,24.826666666666668,26.6656669866255,2.71,5.04,Advanced,HIIT,Paleo,161.18,63.78,43.14,1664.0,0.6011935844834017,1.1417830290010742,40.964558421271,-1110.1999999999998,2774.2,327.79,Low,0
40.35,Male,56.65,1.78,17.87968690821866,21.919897070219648,2.71,5.01,Advanced,Strength,Keto,220.66,88.1,58.41,1528.0,0.6009750251926901,1.555163283318623,44.232378309720566,-554.5999999999999,2082.6,334.17,Low,0
51.89,Female,50.02,1.78,15.787148087362707,21.189398021809364,2.31,1.99,Beginner,HIIT,Vegetarian,282.65,113.02,74.93,1367.0,0.6006162345941352,2.2594962015193922,39.42106310949096,340.3699999999999,1026.63,351.3,High,0
40.62,Female,66.86,1.69,23.409544483736568,24.98047151589916,3.4,1.98,Beginner,Yoga,Vegetarian,208.17,83.16,55.76,1721.0,0.5997579878417701,1.2437930002991324,50.15805674446982,1213.72,507.28,350.18,High,0
39.74,Male,72.14,1.6,28.179687499999996,28.89200445177726,1.88,3.0,Beginner,Yoga,Paleo,178.67,72.04,48.23,1944.0,0.5976784639058005,0.9986138064873857,51.29730798848788,1370.3200000000002,573.68,357.13,High,0
43.71,Female,69.37,1.75,22.65142857142857,29.18422975150993,2.09,3.02,Beginner,Yoga,Paleo,226.62,91.2,60.66,1951.0,0.5987634749524413,1.3146893469799625,49.12489982137757,1271.8200000000002,679.18,348.68,High,0
25.9,Female,74.05,1.66,26.872550442734795,26.782571691431738,2.19,2.02,Beginner,Cardio,Balanced,206.93,82.15,54.78,2033.0,0.6017856104228465,1.1093855503038488,54.217505662494794,1233.6599999999999,799.34,334.7,Low,0
50.94,Male,109.44,1.78,34.54109329630097,35.0,3.3,3.01,Beginner,HIIT,Vegetarian,180.09,71.87,48.24,2858.0,0.5999000666222518,0.6567068713450293,71.136,2205.19,652.81,345.38,Medium,1
45.73,Female,60.19,1.68,21.325821995464857,24.318119935022096,2.51,3.99,Intermediate,Strength,Vegetarian,249.6,100.12,66.47,1578.0,0.5997260866431197,1.6633992357534475,45.552923611110195,324.1600000000001,1253.84,350.59,High,0
19.98,Female,55.0,1.6,21.484374999999996,26.646534667443163,3.21,4.02,Intermediate,Cardio,Paleo,320.73,129.97,86.21,1656.0,0.5973626864837682,2.363090909090909,40.34440593290626,582.5899999999999,1073.41,363.38,Very High,0
41.88,Male,48.48,1.5,21.546666666666667,17.83528273948745,1.49,3.0,Intermediate,HIIT,Balanced,267.02,106.52,70.6,1233.0,0.6012068266762732,2.1971947194719474,39.83345492789648,-283.74,1516.74,365.62,Very High,0
28.67,Male,86.07,1.65,31.614325068870524,34.43070922440004,3.49,4.02,Advanced,Yoga,Low-Carb,193.04,78.03,51.7,2350.0,0.5980729311893919,0.9065876612059952,56.43548857055888,1056.2,1293.8,348.17,Medium,1
29.87,Female,121.88,2.0,30.47,30.755784116678274,3.32,3.98,Intermediate,Yoga,Balanced,239.2,95.81,64.64,3268.0,0.5985237082447141,0.786101083032491,84.39485031859252,2375.94,892.06,349.74,High,1
38.85,Male,61.16,1.64,22.73944080904224,23.124011311766985,3.2,2.99,Beginner,Cardio,Balanced,414.15,165.66,110.51,1680.0,0.5999391586510604,2.70863309352518,47.01735468172331,842.48,837.52,339.31,Medium,0
19.09,Male,56.9,1.87,16.27155480568503,21.70953490008243,3.67,3.01,Beginner,Cardio,Vegetarian,274.53,110.92,74.2,1640.0,0.5972587838572827,1.9493848857644993,44.5472746418531,1094.9,545.1,333.23,Low,0
47.01,Female,62.16,1.54,26.210153482880756,31.053067819704,2.71,4.0,Advanced,HIIT,Keto,228.33,89.99,60.54,1863.0,0.6026764504038431,1.4477155727155726,42.85741304327199,-934.0799999999999,2797.08,350.6,High,0
31.28,Male,63.39,1.8,19.564814814814813,22.70125690224533,2.62,2.01,Beginner,Cardio,Balanced,232.13,92.6,61.58,1759.0,0.6008904765602754,1.4607982331598044,48.999673249666685,1240.74,518.26,340.94,Medium,0
29.49,Female,87.73,1.93,23.552310129130984,26.96373033660896,3.51,5.0,Advanced,Cardio,Paleo,387.22,153.77,102.95,2645.0,0.6013293163959375,1.7527641627721418,64.07471937569296,701.7,1943.3,373.47,Very High,1
46.98,Male,89.79,1.84,26.521148393194707,28.232971631065062,3.6,3.02,Intermediate,HIIT,Vegetarian,306.48,123.27,82.46,2281.0,0.5983483336912594,1.3728700300701635,64.43961477246668,367.0,1914.0,374.0,Very High,1
56.9,Female,80.95,1.86,23.398658804486065,26.71281667791624,3.49,4.97,Advanced,Cardio,Low-Carb,227.24,90.97,61.08,2227.0,0.599119407313665,1.1237801111797405,59.32597489922681,346.04999999999995,1880.95,346.73,Medium,1
28.88,Female,85.93,1.65,31.562901744719934,30.98802213969128,3.5,4.01,Advanced,Yoga,Balanced,192.79,77.27,52.16,2531.0,0.5983179194339271,0.8992202955894332,59.30199257536329,1229.4,1301.6,348.56,Medium,1
21.92,Female,57.29,1.72,19.365197404002163,19.48440390526357,1.61,2.98,Intermediate,Cardio,Paleo,165.41,65.52,44.05,1663.0,0.6015346570659684,1.1436550881480188,46.1273850026745,703.0,960.0,333.52,Low,0
37.43,Female,77.09,1.82,23.273155416012557,24.79724155351227,2.79,3.99,Intermediate,Strength,Low-Carb,191.14,76.53,50.57,2216.0,0.6006158873805933,0.9927357633934362,57.97380648639739,617.5999999999999,1598.4,344.29,Medium,1
20.03,Female,63.44,1.78,20.022724403484407,18.11568096013336,2.7,3.99,Advanced,Cardio,Vegan,269.88,107.75,71.92,1791.0,0.6003336670003336,1.698455233291299,51.94741199889139,24.3599999999999,1766.64,363.88,Very High,0
